"Strain","Plasmid","Replicate","Inducer","Media","Type","Plate","well","time","OD600","row","column"
"E.coli EW11","DV565",4,"4-HT","M9sa","Distal",1,"G10",1245.341,0.0512,"G",10
"E.coli EW11","DV565",5,"4-HT","M9sa","Distal",1,"G11",1245.341,0.0581,"G",11
"E.coli EW11","DV565",6,"4-HT","M9sa","Distal",1,"G12",1245.341,0.0585,"G",12
"E.coli EW11","pLW003",1,"DMSO","M9sa","NegCtrl",1,"H1",1245.341,0.0519,"H",1
"E.coli EW11","pLW003",2,"DMSO","M9sa","NegCtrl",1,"H2",1245.341,0.0541,"H",2
"E.coli EW11","pLW003",3,"DMSO","M9sa","NegCtrl",1,"H3",1245.341,0.0714,"H",3
"E.coli EW11","pLW003",4,"DMSO","M9sa","NegCtrl",1,"H4",1245.341,0.0667,"H",4
"E.coli EW11","pLW003",5,"DMSO","M9sa","NegCtrl",1,"H5",1245.341,0.0618,"H",5
"E.coli EW11","pLW003",6,"DMSO","M9sa","NegCtrl",1,"H6",1245.341,0.0571,"H",6
"E.coli EW11","pLW003",1,"4-HT","M9sa","NegCtrl",1,"H7",1245.341,0.0537,"H",7
"E.coli EW11","pLW003",2,"4-HT","M9sa","NegCtrl",1,"H8",1245.341,0.05,"H",8
"E.coli EW11","pLW003",3,"4-HT","M9sa","NegCtrl",1,"H9",1245.341,0.0488,"H",9
"E.coli EW11","pLW003",4,"4-HT","M9sa","NegCtrl",1,"H10",1245.341,0.0512,"H",10
"E.coli EW11","pLW003",5,"4-HT","M9sa","NegCtrl",1,"H11",1245.341,0.0505,"H",11
"E.coli EW11","pLW003",6,"4-HT","M9sa","NegCtrl",1,"H12",1245.341,0.0567,"H",12
"E.coli EW11","pLW002",1,"DMSO","M9sa","PosCtrl",1,"A1",1867.719,0.0596,"A",1
"E.coli EW11","pLW002",2,"DMSO","M9sa","PosCtrl",1,"A2",1867.719,0.0492,"A",2
"E.coli EW11","pLW002",3,"DMSO","M9sa","PosCtrl",1,"A3",1867.719,0.0528,"A",3
"E.coli EW11","pLW002",4,"DMSO","M9sa","PosCtrl",1,"A4",1867.719,0.0473,"A",4
"E.coli EW11","pLW002",5,"DMSO","M9sa","PosCtrl",1,"A5",1867.719,0.0492,"A",5
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",1867.719,0.0501,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",1867.719,0.0535,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",1867.719,0.0526,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",1867.719,0.0702,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",1867.719,0.0538,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",1867.719,0.0505,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",1867.719,0.049,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",1867.719,0.0492,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",1867.719,0.0546,"B",2
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",1867.719,0.0503,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",1867.719,0.05,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",1867.719,0.0508,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",1867.719,0.0472,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",1867.719,0.0485,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",1867.719,0.0511,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",1867.719,0.052,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",1867.719,0.0526,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",1867.719,0.0518,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",1867.719,0.0476,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",1867.719,0.0535,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",1867.719,0.0604,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",1867.719,0.0562,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",1867.719,0.0501,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",1867.719,0.051,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",1867.719,0.0476,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",1867.719,0.0499,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",1867.719,0.0498,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",1867.719,0.0541,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",1867.719,0.052,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",1867.719,0.0546,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",1867.719,0.0468,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",1867.719,0.0555,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",1867.719,0.0633,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",1867.719,0.0588,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",1867.719,0.0702,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",1867.719,0.0596,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",1867.719,0.0602,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",1867.719,0.0572,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",1867.719,0.0555,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",1867.719,0.0593,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",1867.719,0.0539,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",1867.719,0.0543,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",1867.719,0.0576,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",1867.719,0.107,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",1867.719,0.0651,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",1867.719,0.0546,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",1867.719,0.0612,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",1867.719,0.0676,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",1867.719,0.0608,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",1867.719,0.0487,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",1867.719,0.0519,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",1867.719,0.0473,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",1867.719,0.05,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",1867.719,0.056,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",1867.719,0.0487,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",1867.719,0.0589,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",1867.719,0.0667,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",1867.719,0.0725,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",1867.719,0.0703,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",1867.719,0.0612,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",1867.719,0.0818,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",1867.719,0.0508,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",1867.719,0.053,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",1867.719,0.0531,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",1867.719,0.0544,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",1867.719,0.0507,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",1867.719,0.0502,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",1867.719,0.0579,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",1867.719,0.0653,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",1867.719,0.0721,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",1867.719,0.085,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",1867.719,0.0722,"G",5
"E.coli EW11","DV565",6,"DMSO","M9sa","Distal",1,"G6",1867.719,0.0682,"G",6
"E.coli EW11","DV565",1,"4-HT","M9sa","Distal",1,"G7",1867.719,0.055,"G",7
"E.coli EW11","DV565",2,"4-HT","M9sa","Distal",1,"G8",1867.719,0.0525,"G",8
"E.coli EW11","DV565",3,"4-HT","M9sa","Distal",1,"G9",1867.719,0.0558,"G",9
"E.coli EW11","DV565",4,"4-HT","M9sa","Distal",1,"G10",1867.719,0.0552,"G",10
"E.coli EW11","DV565",5,"4-HT","M9sa","Distal",1,"G11",1867.719,0.0575,"G",11
"E.coli EW11","DV565",6,"4-HT","M9sa","Distal",1,"G12",1867.719,0.0598,"G",12
"E.coli EW11","pLW003",1,"DMSO","M9sa","NegCtrl",1,"H1",1867.719,0.0534,"H",1
"E.coli EW11","pLW003",2,"DMSO","M9sa","NegCtrl",1,"H2",1867.719,0.055,"H",2
"E.coli EW11","pLW003",3,"DMSO","M9sa","NegCtrl",1,"H3",1867.719,0.0718,"H",3
"E.coli EW11","pLW003",4,"DMSO","M9sa","NegCtrl",1,"H4",1867.719,0.071,"H",4
"E.coli EW11","pLW003",5,"DMSO","M9sa","NegCtrl",1,"H5",1867.719,0.0694,"H",5
"E.coli EW11","pLW003",6,"DMSO","M9sa","NegCtrl",1,"H6",1867.719,0.0628,"H",6
"E.coli EW11","pLW003",1,"4-HT","M9sa","NegCtrl",1,"H7",1867.719,0.0584,"H",7
"E.coli EW11","pLW003",2,"4-HT","M9sa","NegCtrl",1,"H8",1867.719,0.0507,"H",8
"E.coli EW11","pLW003",3,"4-HT","M9sa","NegCtrl",1,"H9",1867.719,0.0498,"H",9
"E.coli EW11","pLW003",4,"4-HT","M9sa","NegCtrl",1,"H10",1867.719,0.053,"H",10
"E.coli EW11","pLW003",5,"4-HT","M9sa","NegCtrl",1,"H11",1867.719,0.0528,"H",11
"E.coli EW11","pLW003",6,"4-HT","M9sa","NegCtrl",1,"H12",1867.719,0.0845,"H",12
"E.coli EW11","pLW002",1,"DMSO","M9sa","PosCtrl",1,"A1",2490.069,0.0668,"A",1
"E.coli EW11","pLW002",2,"DMSO","M9sa","PosCtrl",1,"A2",2490.069,0.0503,"A",2
"E.coli EW11","pLW002",3,"DMSO","M9sa","PosCtrl",1,"A3",2490.069,0.0541,"A",3
"E.coli EW11","pLW002",4,"DMSO","M9sa","PosCtrl",1,"A4",2490.069,0.0479,"A",4
"E.coli EW11","pLW002",5,"DMSO","M9sa","PosCtrl",1,"A5",2490.069,0.0497,"A",5
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",2490.069,0.0513,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",2490.069,0.0547,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",2490.069,0.0658,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",2490.069,0.0745,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",2490.069,0.0589,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",2490.069,0.0523,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",2490.069,0.0553,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",2490.069,0.0508,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",2490.069,0.0573,"B",2
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",2490.069,0.0517,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",2490.069,0.0579,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",2490.069,0.0533,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",2490.069,0.0477,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",2490.069,0.049,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",2490.069,0.0528,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",2490.069,0.0527,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",2490.069,0.0534,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",2490.069,0.0543,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",2490.069,0.0467,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",2490.069,0.0564,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",2490.069,0.0636,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",2490.069,0.0564,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",2490.069,0.0514,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",2490.069,0.0538,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",2490.069,0.0487,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",2490.069,0.051,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",2490.069,0.0512,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",2490.069,0.059,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",2490.069,0.0564,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",2490.069,0.0586,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",2490.069,0.0467,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",2490.069,0.0646,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",2490.069,0.068,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",2490.069,0.0622,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",2490.069,0.0735,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",2490.069,0.0617,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",2490.069,0.0628,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",2490.069,0.0579,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",2490.069,0.0563,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",2490.069,0.0616,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",2490.069,0.0574,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",2490.069,0.056,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",2490.069,0.066,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",2490.069,0.0905,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",2490.069,0.0697,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",2490.069,0.0569,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",2490.069,0.0642,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",2490.069,0.0721,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",2490.069,0.0649,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",2490.069,0.0493,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",2490.069,0.0547,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",2490.069,0.0489,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",2490.069,0.0585,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",2490.069,0.0578,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",2490.069,0.0519,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",2490.069,0.0642,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",2490.069,0.0702,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",2490.069,0.0767,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",2490.069,0.0756,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",2490.069,0.0634,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",2490.069,0.0854,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",2490.069,0.0518,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",2490.069,0.0563,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",2490.069,0.0587,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",2490.069,0.0577,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",2490.069,0.0535,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",2490.069,0.0501,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",2490.069,0.0704,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",2490.069,0.0689,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",2490.069,0.0764,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",2490.069,0.0968,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",2490.069,0.0775,"G",5
"E.coli EW11","DV565",6,"DMSO","M9sa","Distal",1,"G6",2490.069,0.0712,"G",6
"E.coli EW11","DV565",1,"4-HT","M9sa","Distal",1,"G7",2490.069,0.0615,"G",7
"E.coli EW11","DV565",2,"4-HT","M9sa","Distal",1,"G8",2490.069,0.0571,"G",8
"E.coli EW11","DV565",3,"4-HT","M9sa","Distal",1,"G9",2490.069,0.061,"G",9
"E.coli EW11","DV565",4,"4-HT","M9sa","Distal",1,"G10",2490.069,0.0547,"G",10
"E.coli EW11","DV565",5,"4-HT","M9sa","Distal",1,"G11",2490.069,0.069,"G",11
"E.coli EW11","DV565",6,"4-HT","M9sa","Distal",1,"G12",2490.069,0.0635,"G",12
"E.coli EW11","pLW003",1,"DMSO","M9sa","NegCtrl",1,"H1",2490.069,0.0554,"H",1
"E.coli EW11","pLW003",2,"DMSO","M9sa","NegCtrl",1,"H2",2490.069,0.0563,"H",2
"E.coli EW11","pLW003",3,"DMSO","M9sa","NegCtrl",1,"H3",2490.069,0.0985,"H",3
"E.coli EW11","pLW003",4,"DMSO","M9sa","NegCtrl",1,"H4",2490.069,0.0819,"H",4
"E.coli EW11","pLW003",5,"DMSO","M9sa","NegCtrl",1,"H5",2490.069,0.0708,"H",5
"E.coli EW11","pLW003",6,"DMSO","M9sa","NegCtrl",1,"H6",2490.069,0.0727,"H",6
"E.coli EW11","pLW003",1,"4-HT","M9sa","NegCtrl",1,"H7",2490.069,0.0659,"H",7
"E.coli EW11","pLW003",2,"4-HT","M9sa","NegCtrl",1,"H8",2490.069,0.0533,"H",8
"E.coli EW11","pLW003",3,"4-HT","M9sa","NegCtrl",1,"H9",2490.069,0.0505,"H",9
"E.coli EW11","pLW003",4,"4-HT","M9sa","NegCtrl",1,"H10",2490.069,0.0603,"H",10
"E.coli EW11","pLW003",5,"4-HT","M9sa","NegCtrl",1,"H11",2490.069,0.0605,"H",11
"E.coli EW11","pLW003",6,"4-HT","M9sa","NegCtrl",1,"H12",2490.069,0.0744,"H",12
"E.coli EW11","pLW002",1,"DMSO","M9sa","PosCtrl",1,"A1",3112.349,0.0766,"A",1
"E.coli EW11","pLW002",2,"DMSO","M9sa","PosCtrl",1,"A2",3112.349,0.0519,"A",2
"E.coli EW11","pLW002",3,"DMSO","M9sa","PosCtrl",1,"A3",3112.349,0.0564,"A",3
"E.coli EW11","pLW002",4,"DMSO","M9sa","PosCtrl",1,"A4",3112.349,0.0488,"A",4
"E.coli EW11","pLW002",5,"DMSO","M9sa","PosCtrl",1,"A5",3112.349,0.0499,"A",5
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",3112.349,0.052,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",3112.349,0.0556,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",3112.349,0.0771,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",3112.349,0.0762,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",3112.349,0.0571,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",3112.349,0.0503,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",3112.349,0.0605,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",3112.349,0.0549,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",3112.349,0.064,"B",2
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",3112.349,0.0547,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",3112.349,0.059,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",3112.349,0.0593,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",3112.349,0.0486,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",3112.349,0.05,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",3112.349,0.0557,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",3112.349,0.0612,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",3112.349,0.0529,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",3112.349,0.0553,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",3112.349,0.0471,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",3112.349,0.0595,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",3112.349,0.0675,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",3112.349,0.0613,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",3112.349,0.055,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",3112.349,0.0558,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",3112.349,0.0502,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",3112.349,0.0574,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",3112.349,0.0551,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",3112.349,0.0626,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",3112.349,0.0605,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",3112.349,0.0612,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",3112.349,0.0465,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",3112.349,0.0655,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",3112.349,0.0727,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",3112.349,0.0651,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",3112.349,0.0771,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",3112.349,0.0636,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",3112.349,0.0665,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",3112.349,0.0588,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",3112.349,0.0556,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",3112.349,0.064,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",3112.349,0.0584,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",3112.349,0.056,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",3112.349,0.0731,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",3112.349,0.104,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",3112.349,0.0731,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",3112.349,0.0617,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",3112.349,0.0681,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",3112.349,0.077,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",3112.349,0.0679,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",3112.349,0.0503,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",3112.349,0.0568,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",3112.349,0.0495,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",3112.349,0.0579,"E",10
